step,loss,loss_parts,val_loss,val_ppl,erank_last,lr,tok_per_s
10500,1.47990,"{""ntp"": 1.3835666179656982, ""jepa_pertoken"": 0.09632886946201324}",1.39004,4.01500,199.83,3.19e-04,169354
11000,1.56320,"{""ntp"": 1.4653067588806152, ""jepa_pertoken"": 0.09789802879095078}",1.38328,3.98796,197.63,2.97e-04,169358
11500,1.47267,"{""ntp"": 1.3791577816009521, ""jepa_pertoken"": 0.09351582825183868}",1.37454,3.95326,199.67,2.76e-04,169351
12000,1.39666,"{""ntp"": 1.3041664361953735, ""jepa_pertoken"": 0.09249129146337509}",1.36852,3.92951,194.63,2.55e-04,169355
12500,1.37569,"{""ntp"": 1.2855358123779297, ""jepa_pertoken"": 0.0901523306965828}",1.36053,3.89827,199.24,2.34e-04,169355
13000,1.37897,"{""ntp"": 1.2877213954925537, ""jepa_pertoken"": 0.09124515950679779}",1.35363,3.87146,194.69,2.14e-04,169355
13500,1.44656,"{""ntp"": 1.357590913772583, ""jepa_pertoken"": 0.08897128701210022}",1.34889,3.85314,195.69,1.95e-04,169355
14000,1.30371,"{""ntp"": 1.2163313627243042, ""jepa_pertoken"": 0.08737868815660477}",1.34298,3.83042,190.25,1.77e-04,169356
14500,1.33836,"{""ntp"": 1.2509139776229858, ""jepa_pertoken"": 0.08744984865188599}",1.33721,3.80842,194.01,1.59e-04,169362
15000,1.45631,"{""ntp"": 1.3658536672592163, ""jepa_pertoken"": 0.090452641248703}",1.33233,3.78986,196.15,1.43e-04,169365
15500,1.39562,"{""ntp"": 1.305832028388977, ""jepa_pertoken"": 0.08978748321533203}",1.32669,3.76856,192.56,1.28e-04,169365
16000,1.38093,"{""ntp"": 1.2921987771987915, ""jepa_pertoken"": 0.08873413503170013}",1.32335,3.75600,196.04,1.14e-04,169367
16500,1.32465,"{""ntp"": 1.237746000289917, ""jepa_pertoken"": 0.08689913898706436}",1.31919,3.74037,195.81,1.02e-04,169369
17000,1.38428,"{""ntp"": 1.2958110570907593, ""jepa_pertoken"": 0.08847393095493317}",1.31723,3.73305,191.78,9.09e-05,169371
17500,1.33249,"{""ntp"": 1.2460440397262573, ""jepa_pertoken"": 0.08645099401473999}",1.31458,3.72318,197.63,8.16e-05,169371
18000,1.37886,"{""ntp"": 1.2906556129455566, ""jepa_pertoken"": 0.08820144087076187}",1.31069,3.70873,194.59,7.39e-05,169375
18500,1.35528,"{""ntp"": 1.266149640083313, ""jepa_pertoken"": 0.08913053572177887}",1.30892,3.70219,190.93,6.78e-05,169377
19000,1.31798,"{""ntp"": 1.2315843105316162, ""jepa_pertoken"": 0.08639499545097351}",1.30577,3.69052,193.71,6.35e-05,169379
19500,1.37636,"{""ntp"": 1.2897911071777344, ""jepa_pertoken"": 0.0865698829293251}",1.30527,3.68868,196.53,6.09e-05,169380
20000,1.34850,"{""ntp"": 1.2626115083694458, ""jepa_pertoken"": 0.0858885869383812}",1.30245,3.67831,193.30,6.00e-05,169380
